Pal,Predator,Edible,Nocturnal,AIResponse,AISightResponse,ViewingDistance,ViewingAngle,HearingRate,Size,GenusCategory,Rarity,Hp,IsBoss,IsTowerBoss,IsRaidBoss
BOSS_FlyingManta_Thunder,false,true,false,Boss,None,25,90,1.0,3,7,5,96,true,false,false
BOSS_BluePlatypus_Fire,false,true,false,Boss,None,25,90,1.0,2,1,5,72,true,false,false
BOSS_LazyCatfish_Gold,false,true,false,Boss,None,25,90,1.0,3,4,8,126,true,false,false
BOSS_TentacleTurtle_Ground,false,true,false,Boss,None,25,90,1.0,3,7,5,102,true,false,false
BOSS_KendoFrog_Dark,false,true,true,Boss,None,25,90,1.0,2,1,8,102,true,false,false
BOSS_BlueDragon_Ice,false,true,false,Boss,None,25,90,1.0,5,4,8,138,true,false,false
BOSS_IceNarwhal_Fire,false,true,false,Boss,None,25,90,1.0,5,4,8,126,true,false,false
BOSS_GhostAnglerFish_Fire,false,true,false,Boss,None,25,90,1.0,4,4,8,108,true,false,false
BOSS_StuffedShark_Fire,false,true,false,Boss,None,25,90,1.0,3,1,5,90,true,false,false
BOSS_MummyPal,false,true,true,Boss,None,25,90,1.0,4,1,8,126,true,false,false
BOSS_KingSunfish,false,true,false,Boss,None,25,90,1.0,4,4,5,108,true,false,false
BOSS_KingSunfish_Thunder,false,true,false,Boss,None,25,90,1.0,4,4,8,108,true,false,false
BOSS_MonochromeQueen,false,true,true,Boss,None,25,90,1.0,3,1,8,132,true,false,false
BOSS_ElecSnail,false,true,false,Boss,None,25,90,1.0,3,2,5,78,true,false,false
BOSS_ElecSnail_Fire,false,true,false,Boss,None,25,90,1.0,3,2,5,120,true,false,false
BOSS_ElecSnail_Ground,false,true,false,Boss,None,25,90,1.0,3,2,5,78,true,false,false
BOSS_LanternButler,false,true,true,Boss,None,25,90,1.0,4,1,8,108,true,false,false
BOSS_SumoDog,false,true,false,Boss,None,25,90,1.0,4,2,5,138,true,false,false
BOSS_VenusFlytrap,true,true,false,Boss,None,25,90,1.0,4,1,8,102,true,false,false
BOSS_StrawHatCat,false,true,false,Boss,None,25,90,1.0,3,2,5,120,true,false,false
BOSS_CandleWitch,false,true,true,Boss,None,25,90,1.0,3,1,5,120,true,false,false
BOSS_FluffyBird,false,true,false,Boss,None,25,90,1.0,2,7,5,72,true,false,false
BOSS_FrozenBear,false,true,false,Boss,None,25,90,1.0,3,1,5,120,true,false,false
BOSS_DandelionGirl,false,true,false,Boss,None,25,90,1.0,3,7,5,84,true,false,false
BOSS_VolcanicTurtle,false,true,false,Boss,None,25,90,1.0,3,2,5,120,true,false,false
BOSS_ClioneTwins,false,true,false,Boss,None,25,90,1.0,2,7,5,78,true,false,false
BOSS_DarkFlameFox,false,true,true,Boss,None,25,90,1.0,3,1,8,132,true,false,false
BOSS_IceVeilDragon,false,true,false,Boss,None,25,90,1.0,3,3,5,120,true,false,false
BOSS_RedFlowerBird,false,true,false,Boss,None,25,90,1.0,4,1,8,102,true,false,false
BOSS_LotusDragon,false,true,false,Boss,None,25,90,1.0,5,3,8,156,true,false,false
BOSS_BlueSkyDragon,false,true,false,Boss,None,25,90,1.0,5,3,8,168,true,false,false
BOSS_BlueWoolRabbit,false,true,false,Boss,None,25,90,1.0,3,1,5,120,true,false,false
BOSS_PandaGirl,false,true,false,Boss,None,25,90,1.0,3,1,8,120,true,false,false
BOSS_GrassMinotaur,true,true,false,Boss,None,25,90,1.0,5,1,8,132,true,false,false
BOSS_GrassMinotaur_Ice,true,true,false,Boss,None,25,90,1.0,5,1,8,144,true,false,false
BOSS_MonochromeMushroom,false,true,true,Boss,None,25,90,1.0,3,7,5,120,true,false,false
BOSS_SleeveRabbit,false,true,false,Boss,None,25,90,1.0,4,1,5,126,true,false,false
BOSS_MedjedBird,false,true,true,Boss,None,25,90,1.0,3,5,5,120,true,false,false
BOSS_Mothman,false,true,false,Boss,None,25,90,1.0,5,1,8,168,true,false,false
BOSS_GhostDragon,true,true,true,Boss,None,25,90,1.0,5,3,8,138,true,false,false
BOSS_GhostDragon_Fire,true,true,false,Boss,None,25,90,1.0,5,3,8,138,true,false,false
BOSS_FlowerPrince,false,true,true,Boss,None,25,90,1.0,4,1,8,150,true,false,false
BOSS_WorldTreeDragon,false,true,false,Boss,None,25,90,1.0,5,0,8,240,true,false,false
BOSS_KabukiMan,false,true,false,Boss,None,25,90,1.0,5,1,8,126,true,false,false
BOSS_DomeArmorDragon,true,true,false,Boss,None,25,90,1.0,5,3,8,126,true,false,false
BOSS_RockCheetah,false,true,false,Boss,None,25,90,1.0,3,1,5,120,true,false,false
BOSS_ArmorWoodlouse,false,true,false,Boss,None,25,90,1.0,3,1,5,120,true,false,false
BOSS_MexicanSalamander,false,true,false,Boss,None,25,90,1.0,3,1,5,120,true,false,false
BOSS_LeafBird,false,true,false,Boss,None,25,90,1.0,3,1,5,120,true,false,false
BOSS_CuteOrca,false,true,false,Boss,None,25,90,1.0,3,1,5,120,true,false,false
BOSS_SnakeQueen,false,true,true,Boss,None,25,90,1.0,3,7,5,120,true,false,false
BrownRabbit,false,true,false,Escape_to_Battle,None,25,90,1.0,2,1,3,70,false,false,false
ElecLion,false,true,false,Warlike,None,25,90,1.0,3,2,0,100,false,false,false
GoldenHorse,false,true,false,Warlike,None,25,90,1.0,4,2,8,120,false,false,false
PinkKangaroo,false,true,false,Escape_to_Battle,None,25,90,1.0,3,1,0,100,false,false,false
TentacleTurtle,false,true,false,Warlike,None,25,90,1.0,3,7,3,75,false,false,false
TentacleTurtle_Ground,false,true,false,Warlike,None,25,90,1.0,3,7,4,85,false,false,false
BeardedDragon,true,true,false,Escape,None,25,90,1.0,5,3,0,100,false,false,false
WaterLizard,false,true,false,Warlike,None,25,90,1.0,3,1,0,90,false,false,false
GrassDragon,false,true,false,Warlike,None,25,90,1.0,4,1,0,130,false,false,false
Anubis,true,true,false,Warlike,None,25,90,1.0,3,1,10,120,false,false,false
Baphomet,true,true,true,Warlike,None,25,90,1.0,3,1,4,95,false,false,false
Baphomet_Dark,true,true,true,Warlike,None,25,90,1.0,3,1,5,95,false,false,false
Bastet,false,true,true,Escape_to_Battle,None,25,90,1.0,1,2,1,70,false,false,false
Bastet_Ice,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,2,70,false,false,false
Boar,true,true,false,Warlike,None,25,90,1.0,2,2,1,80,false,false,false
Carbunclo,false,true,false,Escape,None,25,90,1.0,1,1,1,75,false,false,false
ColorfulBird,true,true,false,Warlike_Anyway,None,25,90,1.0,2,5,1,60,false,false,false
Deer,false,true,false,Escape_to_Battle,None,25,90,1.0,4,2,5,95,false,false,false
Deer_Ground,false,true,false,Escape_to_Battle,None,25,90,1.0,4,2,6,95,false,false,false
DrillGame,true,true,false,Warlike,None,25,90,1.0,3,2,5,80,false,false,false
Eagle,true,true,false,NotInterested,None,25,90,1.0,3,5,2,75,false,false,false
ElecPanda,true,true,false,Warlike,None,25,90,1.0,4,1,8,120,false,false,false
Ganesha,false,true,false,Escape_to_Battle,None,25,90,1.0,3,2,1,70,false,false,false
Garm,true,true,false,Warlike,None,25,90,1.0,2,2,2,80,false,false,false
Gorilla,true,true,false,Warlike,None,25,90,1.0,2,1,5,90,false,false,false
Gorilla_Ground,true,true,false,Warlike,None,25,90,1.0,2,1,5,90,false,false,false
Hedgehog,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,1,70,false,false,false
Hedgehog_Ice,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,2,70,false,false,false
Kirin,false,true,false,NotInterested,None,25,90,1.0,3,2,5,80,false,false,false
Kirin_Ice,false,true,false,NotInterested,None,25,90,1.0,3,2,6,80,false,false,false
Kitsunebi,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,1,65,false,false,false
LittleBriarRose,false,true,false,Escape_to_Battle,None,25,90,1.0,2,1,1,80,false,false,false
Mutant,false,true,false,NotInterested,None,25,90,1.0,3,1,6,90,false,false,false
Penguin,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,70,false,false,false
Penguin_Electric,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,2,70,false,false,false
RaijinDaughter,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,2,70,false,false,false
SharkKid,true,true,false,Warlike,None,25,90,1.0,2,1,2,90,false,false,false
SharkKid_Fire,true,true,false,Warlike,None,25,90,1.0,2,1,3,90,false,false,false
Sheepball,false,true,false,Friendly,None,25,90,1.0,1,1,1,70,false,false,false
Umihebi,true,true,false,Warlike,None,25,90,1.0,5,4,8,130,false,false,false
Umihebi_Fire,true,true,false,Warlike,None,25,90,1.0,5,4,9,130,false,false,false
Werewolf,true,true,true,Warlike,None,25,90,1.0,3,1,3,80,false,false,false
WindChimes,false,true,false,Escape_to_Battle,None,25,90,1.0,1,7,1,80,false,false,false
WindChimes_Ice,false,true,false,Escape_to_Battle,None,25,90,1.0,1,7,2,80,false,false,false
Suzaku,false,true,false,Warlike,None,25,90,1.0,5,5,8,120,false,false,false
Suzaku_Water,false,true,false,Warlike,None,25,90,1.0,5,5,9,125,false,false,false
FireKirin,false,true,false,NotInterested,None,25,90,1.0,4,2,6,100,false,false,false
FireKirin_Dark,false,true,true,NotInterested,None,25,90,1.0,4,2,7,100,false,false,false
FairyDragon,false,true,false,Escape_to_Battle,None,25,90,1.0,4,1,7,110,false,false,false
FairyDragon_Water,false,true,false,Escape_to_Battle,None,25,90,1.0,4,1,8,115,false,false,false
SweetsSheep,false,true,false,Escape_to_Battle,None,25,90,1.0,2,2,3,70,false,false,false
SweetsSheep_Ground,false,true,false,Escape_to_Battle,None,25,90,1.0,2,2,4,70,false,false,false
WhiteTiger,true,true,false,Warlike,None,25,90,1.0,4,1,7,100,false,false,false
Alpaca,false,true,false,Escape_to_Battle,None,25,90,1.0,3,2,3,90,false,false,false
Serpent,true,true,false,Warlike,None,25,90,1.0,3,4,4,90,false,false,false
Serpent_Ground,true,true,false,Warlike,None,25,90,1.0,3,4,5,90,false,false,false
DarkCrow,true,true,true,NotInterested,None,25,90,1.0,3,5,3,75,false,false,false
BlueDragon,false,true,false,Escape_to_Battle,None,25,90,1.0,4,4,7,110,false,false,false
BlueDragon_Ice,false,true,false,Escape_to_Battle,None,25,90,1.0,4,4,8,115,false,false,false
PinkCat,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,70,false,false,false
NegativeKoala,false,true,true,Warlike,None,25,90,1.0,1,1,1,70,false,false,false
FengyunDeeper,false,true,false,NotInterested,None,25,90,1.0,2,2,3,110,false,false,false
VolcanicMonster,true,true,false,NotInterested,None,25,90,1.0,4,2,6,110,false,false,false
VolcanicMonster_Ice,true,true,false,NotInterested,None,25,90,1.0,4,2,7,110,false,false,false
GhostBeast,true,true,true,Warlike,None,25,90,1.0,3,2,6,75,false,false,false
RobinHood,false,true,false,Warlike,None,25,90,1.0,3,1,5,90,false,false,false
RobinHood_Ground,false,true,false,Warlike,None,25,90,1.0,3,1,6,90,false,false,false
LazyDragon,true,true,false,Warlike,None,25,90,1.0,5,6,8,120,false,false,false
LazyDragon_Electric,true,true,false,Warlike,None,25,90,1.0,5,6,9,120,false,false,false
AmaterasuWolf,true,true,false,NotInterested,None,25,90,1.0,3,2,6,100,false,false,false
LizardMan,true,true,true,Warlike,None,25,90,1.0,2,1,2,80,false,false,false
LizardMan_Fire,true,true,false,Warlike,None,25,90,1.0,2,1,3,80,false,false,false
BluePlatypus,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,60,false,false,false
BluePlatypus_Fire,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,2,60,false,false,false
BlackFurDragon,true,true,true,Warlike,None,25,90,1.0,4,1,10,130,false,false,false
BirdDragon,true,true,true,Warlike,None,25,90,1.0,4,5,5,90,false,false,false
BirdDragon_Ice,true,true,true,Warlike,None,25,90,1.0,4,5,5,90,false,false,false
ChickenPal,false,true,false,Friendly,None,25,90,1.0,1,5,1,60,false,false,false
FlowerDinosaur,false,true,false,Friendly,None,25,90,1.0,4,1,6,110,false,false,false
FlowerDinosaur_Electric,false,true,false,Friendly,None,25,90,1.0,4,1,7,110,false,false,false
ElecCat,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,60,false,false,false
IceHorse,false,true,false,Escape_to_Battle,None,25,90,1.0,4,2,20,140,false,false,false
IceHorse_Dark,false,true,true,Escape_to_Battle,None,25,90,1.0,4,2,20,140,false,false,false
GrassMammoth,false,true,false,NotInterested,None,25,90,1.0,5,2,8,150,false,false,false
GrassMammoth_Ice,false,true,false,NotInterested,None,25,90,1.0,5,2,9,150,false,false,false
CatVampire,false,true,true,Warlike,None,25,90,1.0,3,1,6,100,false,false,false
SakuraSaurus,false,true,false,NotInterested,None,25,90,1.0,5,2,8,120,false,false,false
SakuraSaurus_Water,false,true,false,NotInterested,None,25,90,1.0,5,2,8,120,false,false,false
Horus,false,true,false,Warlike,None,25,90,1.0,4,5,9,105,false,false,false
KingBahamut,false,true,false,Warlike,None,25,90,1.0,5,2,9,100,false,false,false
KingBahamut_Dragon,false,true,false,Warlike,None,25,90,1.0,5,2,10,105,false,false,false
BerryGoat,false,true,false,Escape_to_Battle,None,25,90,1.0,2,2,3,100,false,false,false
IceDeer,false,true,false,NotInterested,None,25,90,1.0,3,2,4,100,false,false,false
BlackGriffon,false,true,true,Warlike,None,25,90,1.0,4,2,10,120,false,false,false
WhiteMoth,false,true,false,Escape_to_Battle,None,25,90,1.0,4,1,7,110,false,false,false
WhiteMoth_Neutral,false,true,false,Escape_to_Battle,None,25,90,1.0,4,1,8,115,false,false,false
CuteFox,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,2,70,false,false,false
FoxMage,false,true,false,Escape_to_Battle,None,25,90,1.0,3,1,6,90,false,false,false
FoxMage_Dark,false,true,true,NotInterested,None,25,90,1.0,3,1,6,90,false,false,false
PinkLizard,false,true,true,Warlike,None,25,90,1.0,4,1,5,120,false,false,false
WizardOwl,false,true,true,NotInterested,None,25,90,1.0,1,5,1,70,false,false,false
Kelpie,false,true,false,NotInterested,None,25,90,1.0,1,3,1,70,false,false,false
Kelpie_Fire,false,true,false,NotInterested,None,25,90,1.0,1,3,2,70,false,false,false
NegativeOctopus,false,true,true,NotInterested,None,25,90,1.0,1,7,1,60,false,false,false
NegativeOctopus_Neutral,false,true,false,NotInterested,None,25,90,1.0,1,7,2,70,false,false,false
CowPal,false,true,false,Escape_to_Battle,None,25,90,1.0,2,2,2,90,false,false,false
Yeti,true,true,false,NotInterested,None,25,90,1.0,4,1,7,140,false,false,false
Yeti_Grass,true,true,false,NotInterested,None,25,90,1.0,4,1,8,140,false,false,false
VioletFairy,false,true,false,Warlike,None,25,90,1.0,3,1,8,100,false,false,false
HawkBird,true,true,false,NotInterested,None,25,90,1.0,3,5,3,100,false,false,false
FlowerRabbit,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,75,false,false,false
LilyQueen,false,true,false,NotInterested,None,25,90,1.0,4,1,9,120,false,false,false
LilyQueen_Dark,false,true,true,NotInterested,None,25,90,1.0,4,1,10,115,false,false,false
QueenBee,false,true,false,Warlike,None,25,90,1.0,4,1,8,90,false,false,false
SoldierBee,false,true,false,Warlike,None,25,90,1.0,3,1,4,80,false,false,false
CatBat,false,true,true,Warlike,None,25,90,1.0,3,1,5,95,false,false,false
GrassPanda,false,true,false,Warlike,None,25,90,1.0,4,1,6,100,false,false,false
GrassPanda_Electric,false,true,false,Warlike,None,25,90,1.0,4,1,7,100,false,false,false
FlameBuffalo,false,true,false,Warlike,None,25,90,1.0,3,2,4,85,false,false,false
ThunderDog,true,true,false,Warlike,None,25,90,1.0,3,2,5,90,false,false,false
ThunderDog_Ice,true,true,false,Warlike,None,25,90,1.0,3,2,6,90,false,false,false
CuteMole,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,65,false,false,false
BlackMetalDragon,false,true,true,Warlike,None,25,90,1.0,5,6,9,100,false,false,false
GrassRabbitMan,false,true,false,Warlike,None,25,90,1.0,3,1,8,90,false,false,false
IceFox,false,true,false,NotInterested,None,25,90,1.0,2,2,5,90,false,false,false
JetDragon,false,true,false,Warlike,None,25,90,1.0,5,3,20,115,false,false,false
DreamDemon,false,true,true,Friendly,None,25,90,1.0,1,1,1,70,false,false,false
Monkey,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,80,false,false,false
Monkey_Ice,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,2,80,false,false,false
Monkey_Fire,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,2,80,false,false,false
Manticore,true,true,false,Warlike,None,25,90,1.0,4,2,7,105,false,false,false
Manticore_Dark,true,true,true,Warlike,None,25,90,1.0,4,2,8,105,false,false,false
KingAlpaca,false,true,false,Escape_to_Battle,None,25,90,1.0,5,2,8,120,false,false,false
KingAlpaca_Ice,false,true,false,Escape_to_Battle,None,25,90,1.0,5,2,9,120,false,false,false
PlantSlime,false,true,false,Escape_to_Battle,None,25,90,1.0,1,7,1,70,false,false,false
PlantSlime_Flower,false,true,false,Escape_to_Battle,None,25,90,1.0,1,7,10,70,false,false,false
DarkMutant,false,true,true,Warlike,None,25,90,1.0,3,1,5,100,false,false,false
MopBaby,false,true,false,Escape_to_Battle,None,25,90,1.0,1,7,1,60,false,false,false
MopKing,false,true,false,Escape_to_Battle,None,25,90,1.0,4,7,6,100,false,false,false
CatMage,false,true,true,NotInterested,None,25,90,1.0,3,1,6,90,false,false,false
CatMage_Fire,false,true,true,NotInterested,None,25,90,1.0,3,1,6,95,false,false,false
PinkRabbit,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,75,false,false,false
ThunderBird,true,true,false,Warlike,None,25,90,1.0,4,5,6,105,false,false,false
ThunderBird_Ice,true,true,false,Warlike,None,25,90,1.0,4,5,7,105,false,false,false
HerculesBeetle,false,true,false,Warlike,None,25,90,1.0,4,1,8,120,false,false,false
HerculesBeetle_Ground,false,true,false,Warlike,None,25,90,1.0,4,1,9,120,false,false,false
SaintCentaur,false,true,false,Warlike,None,25,90,1.0,4,2,20,130,false,false,false
NightFox,false,true,true,Escape_to_Battle,None,25,90,1.0,1,2,6,75,false,false,false
CaptainPenguin,false,true,false,Warlike,None,25,90,1.0,3,1,6,95,false,false,false
CaptainPenguin_Black,false,true,false,Warlike,None,25,90,1.0,3,1,7,100,false,false,false
WeaselDragon,false,true,false,Escape_to_Battle,None,25,90,1.0,3,2,4,90,false,false,false
WeaselDragon_Fire,false,true,false,Escape_to_Battle,None,25,90,1.0,3,2,5,90,false,false,false
SkyDragon,false,true,false,NotInterested,None,25,90,1.0,4,3,7,105,false,false,false
SkyDragon_Grass,false,true,false,NotInterested,None,25,90,1.0,4,3,8,105,false,false,false
HadesBird,true,true,true,Warlike,None,25,90,1.0,4,5,7,100,false,false,false
HadesBird_Electric,true,true,true,Warlike,None,25,90,1.0,4,5,8,105,false,false,false
RedArmorBird,true,true,false,Warlike,None,25,90,1.0,4,5,7,95,false,false,false
Ronin,false,true,false,Warlike,None,25,90,1.0,3,1,7,80,false,false,false
Ronin_Dark,false,true,true,Warlike,None,25,90,1.0,3,1,7,80,false,false,false
FlyingManta,false,true,false,Escape_to_Battle,None,25,90,1.0,3,7,3,80,false,false,false
FlyingManta_Thunder,false,true,false,Escape_to_Battle,None,25,90,1.0,3,7,4,80,false,false,false
BlackCentaur,false,true,true,Warlike,None,25,90,1.0,4,2,20,130,false,false,false
FlowerDoll,false,true,false,Escape_to_Battle,None,25,90,1.0,3,1,8,100,false,false,false
FlowerDoll_Fire,false,true,false,Escape_to_Battle,None,25,90,1.0,3,1,9,95,false,false,false
NaughtyCat,false,true,false,Friendly,None,25,90,1.0,3,2,6,110,false,false,false
CuteButterfly,false,true,false,Escape_to_Battle,None,25,90,1.0,3,5,4,70,false,false,false
DarkScorpion,true,true,true,Warlike,None,25,90,1.0,4,7,9,100,false,false,false
DarkScorpion_Ground,true,true,false,Warlike,None,25,90,1.0,4,7,10,100,false,false,false
ThunderDragonMan,true,true,false,Warlike,None,25,90,1.0,4,1,9,120,false,false,false
WoolFox,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,1,70,false,false,false
LazyCatfish,false,true,false,NotInterested,None,25,90,1.0,3,4,4,100,false,false,false
LazyCatfish_Gold,false,true,false,NotInterested,None,25,90,1.0,3,4,5,105,false,false,false
LavaGirl,false,true,false,Escape_to_Battle,None,25,90,1.0,1,1,1,60,false,false,false
FlameBambi,false,true,false,Escape_to_Battle,None,25,90,1.0,2,2,2,75,false,false,false
NightLady,false,true,true,Warlike,None,25,90,1.0,3,1,20,120,false,false,false
NightLady_Dark,false,true,true,Warlike,None,25,90,1.0,3,1,20,120,false,false,false
MoonQueen,false,true,true,Warlike,None,25,90,1.0,4,1,9,130,false,false,false
KendoFrog,false,true,false,NotInterested,None,25,90,1.0,1,1,4,80,false,false,false
KendoFrog_Dark,false,true,true,NotInterested,None,25,90,1.0,1,1,5,85,false,false,false
LeafPrincess,false,true,false,Escape_to_Battle,None,25,90,1.0,2,1,4,90,false,false,false
MushroomDragon,false,true,false,Escape_to_Battle,None,25,90,1.0,2,1,4,110,false,false,false
MushroomDragon_Dark,false,true,true,Warlike,None,25,90,1.0,2,1,5,110,false,false,false
SmallArmadillo,false,true,false,Escape_to_Battle,None,25,90,1.0,1,2,4,75,false,false,false
CandleGhost,false,true,true,Warlike,None,25,90,1.0,3,7,7,105,false,false,false
ScorpionMan,true,true,true,Warlike,None,25,90,1.0,2,1,5,90,false,false,false
ScorpionMan_Electric,true,true,false,Warlike,None,25,90,1.0,2,1,6,90,false,false,false
WingGolem,false,true,false,Warlike,None,25,90,1.0,4,1,9,105,false,false,false
WingGolem_Fire,false,true,false,Warlike,None,25,90,1.0,4,1,10,105,false,false,false
GuardianDog,false,true,false,Warlike,None,25,90,1.0,1,2,4,85,false,false,false
SifuDog,true,true,false,NotInterested,None,25,90,1.0,2,1,6,90,false,false,false
FeatherOstrich,false,true,false,Escape_to_Battle,None,25,90,1.0,2,7,5,95,false,false,false
MimicDog,false,true,false,Escape,None,25,90,1.0,1,2,7,60,false,false,false
DarkAlien,true,true,true,Warlike,None,25,90,1.0,2,1,7,90,false,false,false
WhiteAlienDragon,true,true,false,Warlike,None,25,90,1.0,4,2,9,110,false,false,false
VolcanoDragon,true,true,false,Warlike,None,25,90,1.0,4,2,7,110,false,false,false
VolcanoDragon_Ice,true,true,false,Warlike,None,25,90,1.0,4,2,8,110,false,false,false
DarkMechaDragon,true,true,true,Warlike,None,25,90,1.0,4,5,8,130,false,false,false
GhostRabbit,false,true,true,Escape_to_Battle,None,25,90,1.0,2,1,6,105,false,false,false
GhostRabbit_Grass,false,true,false,Escape_to_Battle,None,25,90,1.0,2,1,7,110,false,false,false
NightBlueHorse,false,true,true,Warlike,None,25,90,1.0,3,2,7,110,false,false,false
NightBlueHorse_Neutral,false,true,false,Warlike,None,25,90,1.0,3,2,8,110,false,false,false
WhiteShieldDragon,false,true,false,Warlike,None,25,90,1.0,4,2,8,120,false,false,false
BlackPuppy,false,true,true,Escape_to_Battle,None,25,90,1.0,1,2,2,85,false,false,false
BlackPuppy_Ice,false,true,true,Escape_to_Battle,None,25,90,1.0,1,2,3,85,false,false,false
WhiteDeer,false,true,false,NotInterested,None,25,90,1.0,3,2,6,120,false,false,false
WhiteDeer_Dark,false,true,true,NotInterested,None,25,90,1.0,3,2,7,120,false,false,false
KingWhale,false,true,false,Warlike,None,25,90,1.0,5,4,10,180,false,false,false
MysteryMask,false,true,true,NotInterested,None,25,90,1.0,2,7,4,95,false,false,false
HoodGhost,true,true,true,Escape_to_Battle,None,25,90,1.0,1,7,3,70,false,false,false
Sekhmet,false,true,false,NotInterested,None,25,90,1.0,3,1,5,110,false,false,false
ElecLizard,false,true,false,Escape_to_Battle,None,25,90,1.0,2,4,4,80,false,false,false
GrimGirl,false,true,true,Warlike,None,25,90,1.0,3,1,4,95,false,false,false
PurpleSpider,false,true,true,NotInterested,None,25,90,1.0,2,7,3,110,false,false,false
BlueThunderHorse,false,true,false,Warlike,None,25,90,1.0,4,2,7,130,false,false,false
RockBeast,false,true,false,Warlike,None,25,90,1.0,3,2,6,100,false,false,false
RockBeast_Ice,false,true,false,Warlike,None,25,90,1.0,3,2,7,100,false,false,false
OctopusGirl,false,true,true,Escape_to_Battle,None,25,90,1.0,2,1,5,70,false,false,false
OctopusGirl_Neutral,false,true,false,Escape_to_Battle,None,25,90,1.0,2,1,6,75,false,false,false
IceNarwhal,false,true,false,NotInterested,None,25,90,1.0,5,4,8,105,false,false,false
IceNarwhal_Fire,false,true,false,NotInterested,None,25,90,1.0,5,4,8,105,false,false,false
JellyfishFairy,false,true,false,Escape_to_Battle,None,25,90,1.0,2,1,3,75,false,false,false
SUMMON_DarkAlien,true,true,true,Warlike,None,25,90,1.0,2,1,7,90,false,false,false
SUMMON_DarkAlien_MAX,true,true,true,Warlike,None,25,90,1.0,2,1,7,90,false,false,false
SUMMON_WhiteAlienDragon,true,true,false,Warlike,None,25,90,1.0,4,2,9,110,false,false,false
SUMMON_WhiteAlienDragon_MAX,true,true,false,Warlike,None,25,90,1.0,4,2,9,110,true,false,false
PREDATOR_AmaterasuWolf,true,true,false,Boss,None,25,90,1.0,5,2,9,120,true,false,false
PREDATOR_BirdDragon,true,true,true,Boss,None,25,90,1.0,5,5,8,108,true,false,false
PREDATOR_DrillGame,true,true,false,Boss,None,25,90,1.0,5,2,9,96,true,false,false
PREDATOR_FairyDragon,false,true,false,Boss,None,25,90,1.0,5,1,9,132,true,false,false
PREDATOR_FeatherOstrich,false,true,false,Boss,None,25,90,1.0,5,7,8,114,true,false,false
PREDATOR_FlowerDinosaur,false,true,false,Boss,None,25,90,1.0,5,1,8,132,true,false,false
PREDATOR_Garm,true,true,false,Boss,None,25,90,1.0,3,2,8,96,true,false,false
PREDATOR_GhostBeast,true,true,true,Boss,None,25,90,1.0,5,2,9,90,true,false,false
PREDATOR_GoldenHorse,false,true,false,Boss,None,25,90,1.0,5,2,0,144,true,false,false
PREDATOR_Gorilla,true,true,false,Boss,None,25,90,1.0,5,1,8,108,true,false,false
PREDATOR_GrassPanda,false,true,false,Boss,None,25,90,1.0,5,1,9,120,true,false,false
PREDATOR_GrimGirl,false,true,true,Boss,None,25,90,1.0,4,0,1,114,true,false,false
PREDATOR_Horus_Water,false,true,false,Boss,None,25,90,1.0,5,5,10,132,true,false,false
PREDATOR_LazyDragon,true,true,false,Boss,None,25,90,1.0,5,6,10,144,true,false,false
PREDATOR_Manticore_Dark,true,true,true,Boss,None,25,90,1.0,5,2,9,126,true,false,false
PREDATOR_MushroomDragon,false,true,false,Boss,None,25,90,1.0,5,1,8,132,true,false,false
PREDATOR_MysteryMask,false,true,true,Boss,None,25,90,1.0,3,7,1,114,true,false,false
PREDATOR_NightBlueHorse,false,true,true,Boss,None,25,90,1.0,4,2,1,132,true,false,false
PREDATOR_PinkLizard,false,true,true,Boss,None,25,90,1.0,5,1,9,144,true,false,false
PREDATOR_PurpleSpider,false,true,true,Boss,None,25,90,1.0,3,7,1,132,true,false,false
PREDATOR_RedArmorBird,true,true,false,Boss,None,25,90,1.0,5,5,9,114,true,false,false
PREDATOR_ScorpionMan,false,true,true,Boss,None,25,90,1.0,5,1,9,108,true,false,false
PREDATOR_SifuDog,false,true,false,Boss,None,25,90,1.0,5,1,9,108,true,false,false
PREDATOR_ThunderDog,true,true,false,Boss,None,25,90,1.0,5,2,9,108,true,false,false
PREDATOR_Umihebi_Fire,true,true,false,Boss,None,25,90,1.0,5,4,10,156,true,false,false
PREDATOR_VolcanicMonster_Ice,true,true,false,Boss,None,25,90,1.0,5,2,9,132,true,false,false
